bowler,phase,runs,balls,wickets,economy,bowling_sr,econ_bayes,impact_score,last_year
Fazalhaq Farooqi,death,122,50,1,14.64,50.0,10.508100136703868,0.39017519310451376,2025
G Coetzee,death,172,99,7,10.424242424242426,14.142857142857142,9.777158277185196,20.54789278279315,2025
Gurjapneet Singh,death,69,43,2,9.627906976744185,21.5,9.48102745164894,1.7297703317110122,2026
HH Pandya,death,624,320,35,11.7,9.142857142857142,10.847542783480481,463.00808397351244,2026
HV Patel,death,1357,856,93,9.511682242990656,9.204301075268818,9.499985284008039,3732.732097984794,2026
Harpreet Brar,death,97,55,3,10.581818181818182,18.333333333333332,9.69793813396979,3.804932501141375,2025
Harsh Dubey,death,43,30,5,8.6,6.0,9.335486815521989,10.979609529261465,2026
Harshit Rana,death,247,157,14,9.439490445859873,11.214285714285714,9.444558333785363,85.08603278200289,2025
I Sharma,death,812,466,23,10.454935622317596,20.26086956521739,10.158070398627,213.51496050796771,2025
J Overton,death,108,66,5,9.818181818181818,13.2,9.542086335220105,10.741885621142375,2026
JC Archer,death,891,552,35,9.684782608695652,15.771428571428572,9.623138599052808,521.9191169598614,2026
JD Unadkat,death,1193,665,64,10.76390977443609,10.390625,10.465679690107496,1604.635388934544,2026
JJ Bumrah,death,1913,1423,115,8.066057624736473,12.373913043478261,8.232685125767892,6586.2472779732925,2026
JO Holder,death,506,328,35,9.25609756097561,9.371428571428572,9.327886297308694,538.4392390641709,2026
JR Hazlewood,death,538,323,28,9.993808049535604,11.535714285714286,9.788580180487351,328.3826602766778,2026
K Rabada,death,1075,678,71,9.513274336283185,9.549295774647888,9.498836808124222,2175.8558881991594,2026
KA Jamieson,death,127,60,3,12.7,20.0,10.213664837225284,3.612807017664436,2026
KH Pandya,death,303,217,19,8.377880184331797,11.421052631578947,8.884671197797203,166.5902954705813,2026
KK Ahmed,death,721,415,41,10.42409638554217,10.121951219512194,10.1122697270368,681.5581650846246,2026
KV Sharma,death,213,121,10,10.56198347107438,12.1,9.874951055355845,41.51919312831728,2025
Kartik Tyagi,death,416,242,18,10.31404958677686,13.444444444444445,9.927882227671505,133.80497164817436,2026
Kuldeep Yadav,death,526,370,33,8.529729729729729,11.212121212121213,8.846875280517605,504.6866671481743,2026
L Ngidi,death,359,248,23,8.685483870967742,10.782608695652174,9.021409782149995,240.416969450988,2026
LH Ferguson,death,587,337,21,10.451038575667656,16.047619047619047,10.083617544158736,179.31064839397845,2026
LS Livingstone,death,26,24,1,6.5,24.0,9.125500152933549,0.44929044230874116,2025
M Jansen,death,313,171,14,10.982456140350877,12.214285714285714,10.165258288230731,79.05357416548901,2026
M Pathirana,death,582,402,37,8.686567164179104,10.864864864864865,8.935484980724368,628.1584057393807,2025
M Prasidh Krishna,death,946,554,47,10.245487364620939,11.787234042553191,10.038030084769623,902.2587025059568,2026
M Siddharth,death,42,24,3,10.5,8.0,9.563856317317112,3.858276282673318,2026
M Theekshana,death,221,156,12,8.5,13.0,9.027021462941446,65.40363312791091,2025
MA Starc,death,522,357,48,8.773109243697478,7.4375,9.011747343283417,1048.2317845984146,2026
MJ Henry,death,55,24,3,13.75,8.0,9.920020700878755,3.71975030220766,2026
MJ Santner,death,76,51,4,8.941176470588236,12.75,9.343433062977429,7.020973935151792,2026
MM Sharma,death,1352,807,75,10.052044609665426,10.76,9.934615302886673,2321.4285905261772,2025
MP Stoinis,death,382,175,16,13.097142857142856,10.9375,11.174282522952561,93.92996801754981,2026
MP Yadav,death,56,37,3,9.08108108108108,12.333333333333334,9.390019540915722,3.9297042822129717,2026
Mohammed Shami,death,1297,728,79,10.68956043956044,9.215189873417721,10.42739386077188,2453.930516259012,2026
Mohammed Siraj,death,1219,740,50,9.883783783783784,14.8,9.793031586622938,1046.6626099727148,2026
Mohsin Khan,death,274,168,12,9.785714285714285,14.0,9.604640588133464,61.47028559605232,2026
Mukesh Choudhary,death,161,81,4,11.925925925925926,20.25,10.175668599610317,6.446750830949052,2026
Mukesh Kumar,death,574,282,25,12.212765957446809,11.28,11.082776799774523,231.214617626526,2026
Mustafizur Rahman,death,847,576,41,8.822916666666668,14.048780487804878,8.981173195191243,767.3941755950337,2025
N Burger,death,77,57,5,8.105263157894736,11.4,9.144779894811299,11.208580324405398,2026
N Thushara,death,95,66,2,8.636363636363637,33.0,9.243235760507462,1.7742704421832927,2025
NT Ellis,death,246,138,9,10.695652173913043,15.333333333333334,9.965419019496839,33.325241954228225,2025
Nithish Kumar Reddy,death,87,43,7,12.13953488372093,6.142857142857143,9.934808964253982,20.22182819245441,2026
Noor Ahmad,death,201,151,13,7.986754966887417,11.615384615384615,8.810648940729617,78.64346935863958,2026
PJ Cummins,death,820,489,30,10.061349693251532,16.3,9.8866732945796,373.2296891031136,2026
PP Hinge,death,93,54,5,10.333333333333334,10.8,9.640500134507821,10.632228470502787,2026
PVD Chameera,death,188,102,7,11.058823529411764,14.571428571428571,10.001631425900497,20.08672299998417,2025
PWH de Silva,death,168,120,12,8.399999999999999,10.0,9.049157249182372,65.2436446557877,2025
Prince Yadav,death,247,137,8,10.817518248175181,17.125,10.013507631001346,26.204603788149317,2026
R Ashwin,death,794,601,40,7.9267886855241265,15.025,8.29960368529202,790.3991863641845,2025
R Sai Kishore,death,142,81,9,10.518518518518519,9.0,9.762625121349448,34.017489750143675,2025
R Shepherd,death,184,84,8,13.142857142857144,10.5,10.560876464130637,24.846422632745053,2026
RA Jadeja,death,771,528,32,8.761363636363637,16.5,8.946728262091906,469.2665158713939,2025
RD Chahar,death,225,170,15,7.9411764705882355,11.333333333333334,8.74653296847246,105.47036217953114,2026
RJ Gleeson,death,48,26,1,11.076923076923077,26.0,9.6402015090156,0.42530231304456073,2025
Ramandeep Singh,death,51,32,5,9.5625,6.4,9.464689574856598,10.829726552500587,2026
Rashid Khan,death,885,618,45,8.592233009708739,13.733333333333333,8.797643952635237,943.718573370212,2026
Rasikh Salam,death,229,134,11,10.253731343283581,12.181818181818182,9.776548734019597,50.74387838662468,2026
Ravi Bishnoi,death,411,265,22,9.30566037735849,12.045454545454545,9.36627072498358,211.86660713391655,2026
SH Johnson,death,75,50,3,9.0,16.666666666666668,9.357079728540603,3.9435380557300417,2026
SM Curran,death,715,389,36,11.02827763496144,10.805555555555555,10.500829680637754,506.01715879628335,2025
SN Thakur,death,1269,749,60,10.165554072096128,12.483333333333333,10.017462429547082,1473.4270384148913,2026
SP Narine,death,1333,1105,94,7.238009049773755,11.75531914893617,7.569603487301882,4785.931001639955,2026
SR Dubey,death,43,25,2,10.32,12.5,9.547656970420217,1.7176989130222378,2026
Sakib Hussain,death,110,78,8,8.461538461538462,9.75,9.166610012792848,28.625631463954136,2026
Sandeep Sharma,death,1336,789,71,10.159695817490494,11.112676056338028,10.01878509501265,2062.934757457626,2026
Shahbaz Ahmed,death,85,52,7,9.807692307692307,7.428571428571429,9.524228880536223,21.09357119824793,2026
Simarjeet Singh,death,60,36,2,10.0,18.0,9.534565080053886,1.7200574816263472,2025
Suyash Sharma,death,143,95,4,9.031578947368422,23.75,9.312015632732578,7.04466171313223,2026
T Natarajan,death,1048,631,53,9.965134706814581,11.90566037735849,9.843201614397637,1170.0359752008173,2026
TA Boult,death,1294,746,63,10.407506702412869,11.841269841269842,10.208803967579646,1594.0065116029512,2026
TM Head,death,35,24,4,8.75,6.0,9.372075495399304,6.999516812706283,2026
TU Deshpande,death,658,353,32,11.18413597733711,11.03125,10.56657761586213,397.3282696279566,2026
V Nigam,death,34,36,2,5.666666666666666,18.0,8.85924040472921,1.8511745082846387,2025
VG Arora,death,369,224,23,9.883928571428571,9.73913043478261,9.68134733530417,224.02873534873095,2026
Vijaykumar Vyshak,death,237,123,13,11.560975609756097,9.461538461538462,10.265674633624048,67.49678172445529,2026
Washington Sundar,death,131,82,5,9.585365853658537,16.4,9.489113839322915,10.801851651862336,2026
XC Bartlett,death,122,71,2,10.309859154929576,35.5,9.678513283806192,1.6944751243396032,2026
YS Chahal,death,1038,673,70,9.254086181277861,9.614285714285714,9.297793241350748,2160.7277639442755,2026
Yash Dayal,death,382,228,17,10.05263157894737,13.411764705882353,9.774195114639356,121.2273733133595,2025
Yash Thakur,death,346,187,17,11.101604278074866,11.0,10.257812914901695,115.51195267742463,2026
