bowler,phase,runs,balls,wickets,economy,bowling_sr,econ_bayes,impact_score,last_year
DJ Mitchell,middle,94,48,1,11.75,48.0,8.379775922692104,0.4892732261369138,2024
DJ Thornely,middle,38,42,3,5.428571428571429,14.0,7.174200629595702,5.143430175032543,2008
DJ Willey,middle,58,42,2,8.285714285714285,21.0,7.680529743519752,2.135269382146078,2023
DJG Sammy,middle,204,162,9,7.555555555555555,18.0,7.552620586034122,43.97149257227359,2015
DL Chahar,middle,327,252,8,7.7857142857142865,31.5,7.682965434483628,34.15347917905033,2026
DL Vettori,middle,567,522,23,6.517241379310345,22.695652173913043,6.798166735305693,319.0418953298107,2012
DP Nannes,middle,117,96,0,7.3125,999.0,7.47177164678413,0.0,2013
DP Vijaykumar,middle,24,24,0,6.0,999.0,7.380299311480281,0.0,2008
DR Sams,middle,145,114,5,7.631578947368421,22.8,7.580212133379229,13.522049013462885,2022
DR Smith,middle,526,402,15,7.8507462686567155,26.8,7.752572109236484,118.99276614285537,2017
DS Kulkarni,middle,588,425,21,8.301176470588235,20.238095238095237,8.064976692280938,224.1915964531613,2020
DS Rathi,middle,356,264,10,8.09090909090909,26.4,7.861188560379479,52.15496319047819,2026
DT Christian,middle,565,492,19,6.890243902439025,25.894736842105264,7.077562662611618,209.12566522637377,2021
DW Steyn,middle,441,408,14,6.485294117647058,29.142857142857142,6.829660943970449,117.66323490911455,2020
E Malinga,middle,184,144,12,7.666666666666666,12.0,7.599662387062483,77.6876616262698,2026
FA Allen,middle,104,72,1,8.666666666666666,72.0,7.8512567386298935,0.5222093909917767,2022
Fazalhaq Farooqi,middle,115,72,2,9.583333333333334,36.0,8.09844774986585,2.02507943578097,2025
G Coetzee,middle,182,108,5,10.11111111111111,21.6,8.462988611267926,12.111560668240509,2025
GB Hogg,middle,394,318,13,7.433962264150943,24.46153846153846,7.478139472152401,92.65673668968967,2016
GC Viljoen,middle,74,60,3,7.4,20.0,7.514845291036005,4.910280727138286,2019
GD McGrath,middle,28,24,2,7.0,12.0,7.489888352576171,2.1896187537106835,2008
GD Phillips,middle,35,24,1,8.75,24.0,7.681669174493979,0.5337381637852274,2023
GF Linde,middle,51,36,1,8.5,36.0,7.698205840754032,0.5325916304153291,2026
GJ Maxwell,middle,932,702,30,7.965811965811966,23.4,7.875457691431641,468.54419699500824,2025
Gagandeep Singh,middle,71,54,2,7.888888888888889,27.0,7.623636743832054,2.151204280984205,2008
Gurjapneet Singh,middle,72,48,1,9.0,48.0,7.836566046148895,0.523188342426445,2026
Gurkeerat Singh,middle,74,66,5,6.727272727272727,13.2,7.342090226874258,13.96060206735395,2016
H Sharma,middle,62,30,0,12.400000000000002,999.0,8.196824663174139,0.0,2024
HF Gurney,middle,61,42,1,8.714285714285714,42.0,7.75647911060836,0.5285903489886955,2019
HH Pandya,middle,1347,988,39,8.180161943319838,25.333333333333332,8.076319145574118,772.1463067017886,2026
HR Shokeen,middle,215,144,2,8.958333333333334,72.0,8.148334953434164,2.0126811297918135,2023
HV Patel,middle,1592,1230,60,7.765853658536585,20.5,7.7363407362906536,1907.8787379105258,2026
Harbhajan Singh,middle,2721,2370,98,6.888607594936708,24.183673469387756,6.938902748231649,5674.730058730815,2021
Harmeet Singh,middle,406,324,12,7.518518518518519,27.0,7.530415316404974,78.40205024466796,2013
Harpreet Brar,middle,764,636,30,7.2075471698113205,21.2,7.287948916021879,506.3152942644641,2026
Harsh Dubey,middle,169,102,7,9.941176470588236,14.571428571428571,8.371331815535966,23.998570887747995,2026
Harshit Rana,middle,296,198,11,8.96969696969697,18.0,8.265357631588248,60.02160125582743,2025
I Sharma,middle,620,432,17,8.61111111111111,25.41176470588235,8.281157175780194,143.08386797263833,2025
I Udana,middle,85,60,3,8.5,20.0,7.77366882044777,4.746793419207499,2020
IC Pandey,middle,230,162,5,8.518518518518519,32.4,7.989595375950088,12.829185356312381,2015
IK Pathan,middle,817,636,26,7.707547169811321,24.46153846153846,7.670620396166283,361.326705905721,2016
IS Sodhi,middle,178,162,7,6.592592592592593,23.142857142857142,7.115645796118156,28.233558240012208,2019
Imran Tahir,middle,1121,941,57,7.147715196599362,16.50877192982456,7.216800659519525,1845.8179224375124,2021
Iqbal Abdulla,middle,643,525,23,7.348571428571429,22.82608695652174,7.403174373908586,292.9689198790148,2017
J Botha,middle,412,396,14,6.242424242424242,28.285714285714285,6.673918018974927,120.4090307545354,2015
J Little,middle,126,96,8,7.875,12.0,7.657338657093407,34.26778045880531,2024
J Overton,middle,119,78,6,9.153846153846153,13.0,8.008371975143522,18.430712316825765,2026
J Suchith,middle,460,336,16,8.214285714285715,21.0,7.970405930723506,131.6871448107943,2022
J Syed Mohammad,middle,235,156,8,9.038461538461538,19.5,8.211639741350945,31.95464100533361,2013
J Theron,middle,52,54,4,5.777777777777778,13.5,7.165805418530849,9.154588517064347,2015
J Yadav,middle,216,210,4,6.171428571428571,52.5,6.835272961022669,9.597275832885707,2023
JA Morkel,middle,563,498,22,6.783132530120483,22.636363636363637,6.998969046485111,283.5274719491105,2015
JA Richardson,middle,68,42,2,9.714285714285715,21.0,7.933694300481778,2.067132836086727,2024
JC Archer,middle,305,258,15,7.093023255813954,17.2,7.289813574424242,126.546446021133,2026
JD Ryder,middle,245,204,9,7.205882352941176,22.666666666666668,7.3741492461508305,45.03570363365645,2012
JD Unadkat,middle,1157,834,31,8.323741007194245,26.903225806451612,8.177148249965192,481.8427989264805,2026
JDP Oram,middle,77,54,1,8.555555555555555,54.0,7.768215057085066,0.5277917732543411,2013
JDS Neesham,middle,230,168,7,8.214285714285715,24.0,7.857535948248434,25.567811757168442,2022
JEC Franklin,middle,157,115,5,8.191304347826087,23.0,7.7880179006909085,13.161243503421684,2012
JH Kallis,middle,1055,866,26,7.309468822170901,33.30769230769231,7.3537092829539885,376.8982282757099,2014
JJ Bumrah,middle,1001,918,46,6.542483660130719,19.956521739130434,6.719034635412562,1291.1973922973089,2026
JL Pattinson,middle,109,72,3,9.083333333333332,24.0,7.96361628919169,4.633573323978592,2020
JM Kemp,middle,54,43,3,7.534883720930233,14.333333333333334,7.547418274009166,4.8890890448024455,2010
JO Holder,middle,515,399,19,7.7443609022556394,21.0,7.680615402717478,192.70591253356156,2026
JP Behrendorff,middle,95,66,3,8.636363636363637,22.0,7.8248488475639135,4.715746044281477,2023
JP Duminy,middle,528,462,17,6.857142857142857,27.176470588235293,7.062839496520825,167.76538679431764,2018
JP Faulkner,middle,539,400,15,8.084999999999999,26.666666666666668,7.909723612124673,116.6286011038257,2017
JPR Scantlebury-Searles,middle,55,30,1,11.0,30.0,8.010157996507473,0.5118500785861714,2018
JR Hazlewood,middle,207,163,13,7.61963190184049,12.538461538461538,7.5818032100954795,91.38986871584525,2026
JR Hopes,middle,316,234,7,8.102564102564102,33.42857142857143,7.851481466699724,25.587527761744294,2011
Jaskaran Singh,middle,44,30,1,8.799999999999999,30.0,7.7168246631741395,0.5313066162518663,2010
Joginder Sharma,middle,246,180,10,8.2,18.0,7.862094797904483,52.14895146129235,2011
K Goel,middle,93,66,0,8.454545454545455,999.0,7.77887183606966,0.0,2010
K Gowtham,middle,375,294,11,7.653061224489796,26.727272727272727,7.612035887963562,65.17310313584464,2023
K Kartikeya,middle,339,252,11,8.071428571428573,22.90909090909091,7.8440392599869835,63.24547641298052,2025
K Khejroliya,middle,113,78,3,8.692307692307692,26.0,7.87650384327539,4.68481965275794,2025
K Rabada,middle,648,510,27,7.623529411764705,18.88888888888889,7.603241913778981,393.1086283843427,2026
K Yadav,middle,31,24,0,7.75,999.0,7.572080133398089,0.0,2023
KA Jamieson,middle,74,54,5,8.222222222222223,10.8,7.69592590045856,13.318735305636526,2025
KA Maharaj,middle,31,30,2,6.200000000000001,15.0,7.370157996507473,2.2251897459690193,2024
KA Pollard,middle,1454,1115,49,7.82421524663677,22.755102040816325,7.783424083369602,1264.7518488724425,2022
KC Cariappa,middle,248,162,6,9.185185185185185,27.0,8.29211638435345,17.800039598878424,2019
KH Pandya,middle,2159,1800,69,7.196666666666667,26.08695652173913,7.231220826673776,2699.419706281999,2026
KJ Abbott,middle,51,30,2,10.2,15.0,7.903491329840806,2.0750323262934907,2016
KK Ahmed,middle,362,264,16,8.227272727272727,16.5,7.9396199329285,132.19776373009066,2026
KK Cooper,middle,262,216,12,7.277777777777779,18.0,7.407020801007741,79.70816011744894,2014
KL Nagarkoti,middle,181,120,4,9.05,30.0,8.121541426076767,8.07728441664664,2022
KM Asif,middle,88,66,4,8.0,16.5,7.663929307334028,8.55957790962709,2023
KMA Paul,middle,128,108,5,7.111111111111111,21.6,7.393681680574857,13.863188114967729,2019
KP Appanna,middle,233,186,11,7.516129032258064,16.90909090909091,7.533557871953232,65.8520195148346,2012
KP Pietersen,middle,155,132,6,7.045454545454546,22.0,7.346438988422574,20.091366746883256,2012
KR Sen,middle,179,138,8,7.782608695652174,17.25,7.646503150793338,34.31633974711375,2024
KV Sharma,middle,1837,1308,71,8.426605504587156,18.422535211267604,8.312897903668784,2486.2689569275735,2025
KW Richardson,middle,75,54,1,8.333333333333332,54.0,7.720022286000728,0.5310865497674566,2021
Kamran Khan,middle,54,48,3,6.75,16.0,7.39212160170445,4.991800999525186,2011
Karanveer Singh,middle,237,168,9,8.464285714285715,18.666666666666668,7.973238427587277,41.651833570025865,2015
Kartik Tyagi,middle,325,228,6,8.55263157894737,38.0,8.090509572610358,18.243597473722247,2026
Kuldeep Yadav,middle,2406,1784,79,8.091928251121077,22.582278481012658,8.038547523604944,3183.174562924625,2026
L Balaji,middle,640,560,30,6.857142857142857,18.666666666666668,7.036139800283684,524.4352876347376,2014
L Ngidi,middle,143,102,7,8.411764705882351,14.571428571428571,7.846079290283439,25.605145266476462,2026
LE Plunkett,middle,84,60,1,8.399999999999999,60.0,7.750139408683063,0.5290227418885475,2018
LH Ferguson,middle,564,444,23,7.621621621621621,19.304347826086957,7.599820890789015,285.3883046939576,2025
LJ Wright,middle,64,42,1,9.142857142857142,42.0,7.832428477696968,0.5234647225537838,2013
LR Shukla,middle,275,210,8,7.857142857142858,26.25,7.709347035096744,34.03660502055829,2014
LS Livingstone,middle,419,270,11,9.31111111111111,24.545454545454547,8.57265709508426,57.87003895028929,2025
Lalit Yadav,middle,229,168,8,8.178571428571429,21.0,7.8410070226286,33.465089272682945,2023
M Ashwin,middle,831,654,26,7.623853211009175,25.153846153846153,7.606932331229897,364.35186739092296,2023
M Jansen,middle,462,300,12,9.24,25.0,8.574314240836731,68.85681856493112,2026
M Kartik,middle,955,816,23,7.022058823529412,35.47826086956522,7.123922402783562,304.45306354720196,2014
M Manhas,middle,34,36,0,5.666666666666666,999.0,7.25664739919559,0.0,2011
M Markande,middle,962,654,33,8.825688073394495,19.818181818181817,8.53272738423343,523.2676258062733,2026
M Morkel,middle,419,333,11,7.54954954954955,30.272727272727273,7.5497832371480715,65.71049584032848,2016
M Muralitharan,middle,1179,1105,41,6.401809954751132,26.951219512195124,6.574065807087831,1048.3770929961302,2014
M Pathirana,middle,360,300,14,7.199999999999999,21.428571428571427,7.337950604473094,109.51286582797908,2025
M Prasidh Krishna,middle,660,501,28,7.904191616766466,17.892857142857142,7.80500797300888,411.838144319131,2026
M Siddharth,middle,100,72,3,8.333333333333332,24.0,7.761369098180454,4.754315834386834,2026
M Theekshana,middle,527,408,14,7.75,29.142857142857142,7.685382337005277,104.56213689339164,2025
M Vijay,middle,41,30,0,8.2,999.0,7.636824663174139,0.0,2015
MA Starc,middle,158,132,10,7.181818181818182,13.2,7.401484859982207,55.39429016693085,2025
MA Wood,middle,38,42,2,5.428571428571429,21.0,7.174200629595702,2.2859689666811303,2023
MC Henriques,middle,841,649,32,7.775038520801234,20.28125,7.7230871436187,543.6168104705359,2021
MF Maharoof,middle,150,150,9,6.0,16.666666666666668,6.876189997722266,48.29709477341492,2010
MG Bracewell,middle,82,54,3,9.11111111111111,18.0,7.888696984795909,4.677578574905124,2023
MG Johnson,middle,399,312,8,7.6730769230769225,39.0,7.625809761763672,34.40946052912195,2018
MJ Clarke,middle,63,60,3,6.300000000000001,20.0,7.256021761624241,5.085431275186809,2012
MJ Henry,middle,48,24,0,12.0,999.0,8.037833558055622,0.0,2026
MJ McClenaghan,middle,355,252,9,8.452380952380953,28.0,8.058804360658124,41.209587072402755,2019
MJ Santner,middle,553,480,23,6.9125,20.869565217391305,7.096719332169158,305.6200898587688,2026
MK Lomror,middle,112,78,1,8.615384615384615,78.0,7.8545258212973685,0.5219920455138034,2024
MK Tiwary,middle,51,30,0,10.2,999.0,7.903491329840806,0.0,2018
MM Ali,middle,860,701,37,7.360912981455064,18.945945945945947,7.402104407605114,758.2843595441806,2025
MM Patel,middle,405,396,24,6.136363636363637,16.5,6.602852029127211,357.6636262000505,2017
MM Sharma,middle,950,738,36,7.723577235772358,20.5,7.687337137421417,691.2146436421747,2025
MN Samuels,middle,113,84,2,8.071428571428573,42.0,7.707116663850114,2.1279034320219217,2017
MP Stoinis,middle,861,577,21,8.95320623916811,27.476190476190474,8.598815478256713,210.2731480367301,2026
MP Yadav,middle,120,84,4,8.571428571428571,21.0,7.857654298258716,8.348547481216778,2026
MR Marsh,middle,402,333,19,7.243243243243244,17.526315789473685,7.356601418966253,201.19344731442348,2024
MS Gony,middle,367,282,13,7.8085106382978715,21.692307692307693,7.7029047153337125,89.95307946892882,2017
Mayank Dagar,middle,149,108,2,8.277777777777777,54.0,7.809523264733271,2.1000001464955145,2024
Mohammad Asif,middle,54,42,1,7.714285714285715,42.0,7.579263920734943,0.5409496282064331,2008
Mohammad Hafeez,middle,64,60,2,6.4,30.0,7.279551173388946,2.25288614769983,2008
