batter,phase,runs,balls,strike_rate,sr_bayes,impact_score,last_year
TG Southee,middle,14,27,51.85185185185185,116.77871313859787,3153.0252547421424,2022
TH David,middle,234,179,130.72625698324023,128.141375178526,22937.306156956154,2026
TK Curran,middle,58,57,101.75438596491229,120.33680284432036,6859.19776212626,2021
TL Suman,middle,347,286,121.32867132867133,123.12863683319901,35214.79013429492,2013
TM Dilshan,middle,463,448,103.34821428571428,110.1475494817554,49346.10216782642,2013
TM Head,middle,396,267,148.31460674157304,138.79842925707518,37059.18061163907,2026
TR Birt,middle,15,21,71.42857142857143,120.48552924429967,2530.196114130293,2011
Tilak Varma,middle,1024,753,135.98937583001327,133.8869982244396,100816.90966300301,2026
UBT Chand,middle,150,139,107.91366906474819,118.3379470561938,16448.97464081094,2015
UT Khawaja,middle,20,25,80.0,120.56761053076694,3014.1902632691736,2016
V Kohli,middle,4154,3315,125.30920060331825,125.33472202756943,415484.6035213926,2026
V Nigam,middle,53,33,160.6060606060606,130.8108522665295,4316.758124795474,2025
V Sehwag,middle,1054,611,172.5040916530278,161.1971145369339,98491.4369820666,2015
V Shankar,middle,590,509,115.91355599214145,118.64328738177376,60389.433277322845,2025
V Suryavanshi,middle,189,89,212.35955056179776,152.9044870308758,13608.499345747947,2026
VR Iyer,middle,723,522,138.50574712643677,135.04166571376393,70491.74950258477,2026
VVS Laxman,middle,92,73,126.02739726027397,125.83908327152511,9186.253078821333,2011
Virat Singh,middle,15,24,62.5,118.83504254232295,2852.0410210157506,2021
Vishnu Vinod,middle,34,25,136.0,126.93124689440332,3173.281172360083,2023
Vivrant Sharma,middle,42,23,182.6086956521739,131.76547851728776,3030.6060058976186,2023
W Jaffer,middle,53,32,165.625,131.38711152761556,4204.387568883698,2008
WA Mota,middle,33,48,68.75,114.50565562456268,5496.2714699790085,2009
WG Jacks,middle,238,168,141.66666666666669,133.1263755282885,22365.231088752465,2025
WP Saha,middle,987,898,109.9109131403118,112.74004969512235,101240.56462621987,2024
WPUJC Vaas,middle,22,20,110.00000000000001,124.30174100822664,2486.034820164533,2010
Washington Sundar,middle,259,227,114.09691629955947,119.49022349945196,27124.280734375596,2026
Y Nagar,middle,104,129,80.62015503875969,107.79282196533558,13905.274033528289,2012
Y Venugopal Rao,middle,522,487,107.18685831622177,112.49981571373712,54787.41025258998,2014
YBK Jaiswal,middle,791,567,139.50617283950618,135.99064870967024,77106.69781838302,2026
YK Pathan,middle,1729,1294,133.61669242658422,132.5889014887634,171570.03852645986,2019
YS Chahal,middle,4,23,17.391304347826086,114.33428585673727,2629.6885747049573,2021
YV Takawale,middle,42,33,127.27272727272727,125.98629086302073,4157.547598479684,2014
Yuvraj Singh,middle,1655,1435,115.33101045296168,116.57967749495013,167291.83720525345,2019
Z Khan,middle,9,29,31.03448275862069,113.50390319986039,3291.6131927959514,2017
