batter,phase,runs,balls,strike_rate,sr_bayes,impact_score,last_year
PP Shaw,death,30,21,142.85714285714286,155.64945050420425,3268.6384605882895,2021
PR Shah,death,26,20,130.0,154.51293632050286,3090.258726410057,2009
PV Tambe,death,12,30,40.0,141.4234724840361,4242.704174521083,2016
PVD Chameera,death,52,44,118.18181818181819,149.87565401216787,6594.528776535386,2026
PWH de Silva,death,56,53,105.66037735849056,146.04952140688758,7740.624634565042,2025
Parvez Rasool,death,17,20,85.0,150.32688980887497,3006.5377961774993,2016
Q de Kock,death,240,116,206.89655172413794,175.62791417655345,20372.8380444802,2026
R Ashwin,death,475,355,133.80281690140845,142.0368751071057,50423.09066302252,2025
R Bhatia,death,251,172,145.93023255813952,151.8263795883055,26114.137289188548,2016
R Dhawan,death,168,132,127.27272727272727,145.01615079176796,19142.13190451337,2023
R Dravid,death,200,119,168.0672268907563,161.21108697104495,19184.11934955435,2013
R McLaren,death,69,58,118.96551724137932,148.30150714983446,8601.487414690399,2013
R Parag,death,557,346,160.98265895953756,159.5568970589799,55206.686382407046,2026
R Powell,death,288,152,189.4736842105263,171.2400037720695,26028.480573354565,2026
R Rampaul,death,35,33,106.06060606060606,149.65035661801807,4938.461768394596,2013
R Sathish,death,164,118,138.98305084745763,150.22454092302914,17726.49582891744,2016
R Sharma,death,65,73,89.04109589041096,138.50851234667206,10111.12140130706,2013
R Shepherd,death,162,73,221.91780821917808,174.70254219741835,12753.28558041154,2026
R Shukla,death,18,22,81.81818181818183,149.40221801340147,3286.848796294832,2014
R Tewatia,death,820,495,165.65656565656565,163.21779899841758,80792.8105042167,2026
R Vinay Kumar,death,262,226,115.929203539823,134.9650387384991,30502.098754900795,2018
RA Jadeja,death,1860,1236,150.48543689320388,151.37685626059266,187101.79433809253,2026
RA Tripathi,death,214,149,143.6241610738255,151.221747991012,22532.04045066079,2023
RD Chahar,death,125,108,115.74074074074075,142.31115943534033,15369.605219016756,2024
RD Gaikwad,death,285,162,175.92592592592592,165.60302887649334,26827.690677991923,2026
RE van der Merwe,death,53,46,115.21739130434783,149.04681041040712,6856.153278878727,2011
RG Sharma,death,1511,837,180.52568697729987,176.08554390398075,147383.6002476319,2025
RJ Harris,death,96,86,111.62790697674419,143.13267369718193,12309.409937957646,2013
RK Singh,death,710,375,189.33333333333334,178.28119527878619,66855.44822954483,2026
RM Patidar,death,179,93,192.4731182795699,168.4731989892643,15668.007506001579,2026
